0,0,"927663361369825280","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",0,"2017-11-06 22:25:55",,"en","1680891876",1,"2017-08-18",35810,3331,41388,"Pacific Time (US & Canada)","en","-28800",2294,"US","city",29.838495,-95.4464865,"","",2017-11-06,22
0,0,"927663361629806592","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",0,"2017-11-06 22:25:55",,"en","2263187283",1,"2017-01-05",21937,1904,5915,"Pacific Time (US & Canada)","en","-28800",821,"US","city",42.3527865,-83.099288,"","",2017-11-06,22
0,0,"927663360543547392","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",0,"2017-11-06 22:25:54",,"cy","484236713",1,"2017-02-05",17947,268,29635,,"es","",548,"ES","city",40.954377,-5.679147,"","",2017-11-06,22
0,0,"927663361550008320","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",0,"2017-11-06 22:25:55",,"ja","823765229314023424",1,"2017-01-24",460,130,1483,,"ja","",127,"JP","city",38.357697,140.4094425,"","",2017-11-06,22
0,0,"927663361529188356","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",0,"2017-11-06 22:25:55",,"lv","711917211",1,"2017-10-13",58675,1320,37063,"Pacific Time (US & Canada)","pt","-28800",902,"BR","city",-15.776254,-47.796623,"","",2017-11-06,22
0,0,"927663361957023746","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>",0,"2017-11-06 22:25:55","927662868836823040","en","725297035952439296",1,"2017-04-27",5841,855,205,"London","en-gb","0",390,"GB","admin",51.3854455,-0.252754,"","",2017-11-06,22
0,0,"927663360832925697","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",0,"2017-11-06 22:25:55",,"en","294096407",1,"2017-05-06",1520,512,1334,"Central Time (US & Canada)","en","-21600",426,"US","city",40.8503475,-73.8494415,"","",2017-11-06,22
0,0,"927663362137296896","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",0,"2017-11-06 22:25:55",,"en","400481570",1,"2017-10-29",133583,15366,27716,"Eastern Time (US & Canada)","en","-18000",6742,"US","city",35.5684345,-80.8645565,"","",2017-11-06,22
0,0,"927663360543469568","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",0,"2017-11-06 22:25:54",,"pt","2445993699",1,"2017-03-30",10777,692,5510,"Brasilia","pt","-7200",807,"BR","city",-30.003961,-51.0214005,"","",2017-11-06,22
0,0,"927663362334478337","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",0,"2017-11-06 22:25:55",,"en","909067423",1,"2017-10-27",39602,1594,13614,,"es","",749,"US","city",27.737151,-97.432425,"","",2017-11-06,22
