0,0,"927620128921055232","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",0,"2017-11-06 19:34:07",,"fr","610047280",1,"2017-06-16",190391,3094,4177,"Pacific Time (US & Canada)","fr","-28800",964,"FR","city",43.600757,1.4329005,"","",2017-11-06,19
0,0,"927620129239781376","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>",0,"2017-11-06 19:34:07","927619943520198662","es","69469388",1,"2017-08-28",43374,1043,1812,"Central Time (US & Canada)","es","-21600",978,"CO","city",4.2622835,-74.243671,"","",2017-11-06,19
0,0,"927620064714485760","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",0,"2017-11-06 19:33:52","927455699159748608","en","1110024751",1,"2017-01-21",18722,1693,13367,"Central Time (US & Canada)","en","-21600",3196,"US","admin",34.1682535,-111.931711,"","",2017-11-06,19
0,0,"927620101750190080","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",0,"2017-11-06 19:34:01",,"und","127304226",1,"2017-03-28",20683,1202,11598,"Alaska","en","-32400",1387,"US","city",34.415631,-118.5032585,"","",2017-11-06,19
0,0,"927620114823782400","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>",0,"2017-11-06 19:34:04",,"es","968586594",1,"2017-11-24",361591,16789,8830,"Mid-Atlantic","es","-7200",6970,"UY","country",-32.532928,-55.7812785,"","",2017-11-06,19
0,0,"927620102358364160","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",0,"2017-11-06 19:34:01",,"es","3228366222",1,"2017-05-27",631,52,714,,"en","",85,"US","city",34.0207895,-118.4119065,"","",2017-11-06,19
0,0,"927620129780838401","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>",0,"2017-11-06 19:34:07","927619358808948736","en","842383763237658624",1,"2017-03-16",537,101,224,"Pacific Time (US & Canada)","en","-28800",278,"US","city",39.1000485,-94.5592815,"","",2017-11-06,19
0,0,"927620076970242049","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",0,"2017-11-06 19:33:55",,"es","102745759",1,"2017-01-07",3585,1748,3693,"Mexico City","es","-21600",502,"MX","city",19.5645875,-99.269192,"","",2017-11-06,19
0,0,"927620130074513410","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",0,"2017-11-06 19:34:08","927619784816123904","pt","174769099",1,"2017-08-04",40511,868,2833,"Brasilia","pt","-7200",223,"BR","city",-15.260517,-47.7877835,"","",2017-11-06,19
0,0,"927620113058033665","<a href=\"http://www.tweetmyjobs.com\" rel=\"nofollow\">TweetMyJOBS</a>",0,"2017-11-06 19:34:03",,"en","331873625",1,"2017-07-08",224,132,0,"Pacific Time (US & Canada)","en","-28800",88,"US","city",38.898603,-77.0143985,"38.9369009","-77.1080965",2017-11-06,19
0,0,"927620129738801152","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",0,"2017-11-06 19:34:07",,"und","3708052701",1,"2017-09-19",276,103,244,,"en","",93,"US","city",47.614817,-122.3306025,"","",2017-11-06,19
0,0,"927620129743044609","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",0,"2017-11-06 19:34:07",,"en","330099871",1,"2017-07-06",23538,1470,2583,"Quito","en","-18000",811,"US","city",35.9824705,-83.9638415,"","",2017-11-06,19
0,0,"927620130317717504","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",0,"2017-11-06 19:34:08",,"en","106889366",1,"2017-01-21",62618,648,15307,"Eastern Time (US & Canada)","en","-18000",344,"US","admin",41.1179365,-77.604684,"","",2017-11-06,19
0,0,"927620129516654593","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>",0,"2017-11-06 19:34:07",,"pt","162201346",1,"2017-07-03",79447,947,1350,"Santiago","pt","-10800",226,"BR","city",-25.060762,-53.3988335,"","",2017-11-06,19
0,0,"927620130229706754","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>",0,"2017-11-06 19:34:08","927607720970276865","pt","852248842770821120",1,"2017-04-12",9217,860,29005,,"pt","",1030,"BR","city",-21.2139225,-47.8180015,"","",2017-11-06,19
0,0,"927620130523238401","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",0,"2017-11-06 19:34:08","927610065410019328","ar","4598462901",1,"2017-12-25",50,50,68,,"en","",291,"OM","city",20.0157885,56.42824,"","",2017-11-06,19
0,0,"927620116715466752","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",0,"2017-11-06 19:34:04",,"en","341517557",1,"2017-07-24",1198,68,3999,"Mountain Time (US & Canada)","en","-25200",559,"US","city",38.8885185,-104.789327,"","",2017-11-06,19
0,0,"927620130686816256","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",0,"2017-11-06 19:34:08","927619709121564673","ar","1288864272",1,"2017-03-22",47668,779,3602,,"en","",273,"EG","admin",31.061111,31.646102,"","",2017-11-06,19
0,0,"927620125242486785","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>",0,"2017-11-06 19:34:06",,"pt","3241107045",1,"2017-05-07",58311,1340,11241,"Pacific Time (US & Canada)","pt","-28800",712,"PT","city",38.835554,-9.3605895,"","",2017-11-06,19
0,0,"927620129969594368","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",0,"2017-11-06 19:34:07","927564127932964865","pt","923787505287254017",1,"2017-10-27",88,22,30,,"pt","",45,"BR","city",-22.9114215,-43.441578,"","",2017-11-06,19
0,0,"927620130707791872","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",0,"2017-11-06 19:34:08",,"pt","1654300818",1,"2017-08-08",12373,352,4144,"Brasilia","pt","-7200",399,"BR","city",-23.470006,-47.436633,"","",2017-11-06,19
0,0,"927620130544250881","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>",0,"2017-11-06 19:34:08",,"fr","360518630",1,"2017-08-23",27577,506,13485,"Athens","fr","7200",473,"FR","city",50.628974,3.0715885,"","",2017-11-06,19
0,0,"927620129403400192","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",0,"2017-11-06 19:34:07",,"und","145320946",1,"2017-05-18",1745,197,374,"Greenland","es","-10800",400,"MX","city",18.2384565,-93.1054765,"","",2017-11-06,19
0,0,"927620131374665728","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>",0,"2017-11-06 19:34:08",,"pt","324459064",1,"2017-06-26",38315,387,810,"Santiago","pt","-10800",229,"BR","city",-23.4469835,-46.9181195,"","",2017-11-06,19
0,0,"927620131072741377","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>",0,"2017-11-06 19:34:08",,"en","2163185352",1,"2017-10-29",20930,1400,47895,"Eastern Time (US & Canada)","en","-18000",1193,"US","admin",38.9201425,-80.1818345,"","",2017-11-06,19
